Date,XRP Price,Monero Price,Bitcoin Price,Ethereum Price
26/04/2022,0.6424,230.189,38113,2810.42
27/04/2022,0.6521,229.449,39243,2888.99
28/04/2022,0.6428,227.416,39748,2937.01
29/04/2022,0.6115,220.708,38581,2816.66
30/04/2022,0.5852,214.574,37650,2727.18
01/05/2022,0.607,212.047,38461,2825.8
02/05/2022,0.6144,198.837,38514,2856.01
03/05/2022,0.6046,207.218,37718,2781.47
04/05/2022,0.6461,225.268,39688,2940.7
05/05/2022,0.5981,206.672,36544,2747.46
06/05/2022,0.6022,218.38,36009,2692.88
07/05/2022,0.5807,204.479,35468,2636.03
08/05/2022,0.5662,217.147,34060,2519.98
09/05/2022,0.4877,172.739,30095,2229.1
10/05/2022,0.5132,162.779,31007.5,2342.3
11/05/2022,0.4157,140.573,29068.2,2080.79
12/05/2022,0.3849,137.896,28976,1955.36
13/05/2022,0.4228,143.973,29284.4,2009.53
14/05/2022,0.4261,153.325,30080.4,2056.3
15/05/2022,0.4479,172.007,31308.7,2145.86
16/05/2022,0.423,162.363,29849,2022.93
17/05/2022,0.4379,172.803,30437.5,2091.14
18/05/2022,0.4052,155.313,28683.7,1912.12
19/05/2022,0.4203,165.824,30305.9,2019.34
20/05/2022,0.4102,173.988,29178.6,1959.85
21/05/2022,0.4145,176.026,29434.6,1975.12
22/05/2022,0.4218,187.158,30286.6,2043.19
23/05/2022,0.4051,185.101,29093.3,1972.93
24/05/2022,0.4086,193.311,29648.7,1979.35
25/05/2022,0.4062,204.5,29540.6,1942.91
26/05/2022,0.3927,189,29203.5,1793.42
27/05/2022,0.3815,180.76,28601.2,1724.3
28/05/2022,0.3864,176.092,29027.1,1792.68
29/05/2022,0.3891,186.069,29465.2,1813.56
30/05/2022,0.4186,204.337,31723.3,1998.46
31/05/2022,0.4216,198.565,31793.4,1941.79
01/06/2022,0.398,198.626,29798.5,1818.07
02/06/2022,0.4054,201.549,30455.5,1834.64
03/06/2022,0.3904,193.939,29700.9,1775.29
04/06/2022,0.3924,189.237,29864.3,1804.37
05/06/2022,0.3954,187.987,29913,1806.71
06/06/2022,0.4028,189.331,31367.6,1859.99
07/06/2022,0.4077,187.65,31128.8,1813.72
08/06/2022,0.4005,186.531,30201.6,1793
09/06/2022,0.4002,185.879,30097.8,1788.06
10/06/2022,0.3815,174.258,29083.3,1663.02
11/06/2022,0.3596,166.559,28403.4,1531.42
12/06/2022,0.3432,158.09,26606.3,1435.46
13/06/2022,0.3117,132.32,22448,1206.67
14/06/2022,0.3218,118.582,22157.3,1210.84
15/06/2022,0.3436,118.421,22577.9,1237.92
16/06/2022,0.313,106.623,20386.6,1068.49
17/06/2022,0.3209,114.322,20444.6,1086.47
18/06/2022,0.3075,104.376,18986.5,995.61
19/06/2022,0.3263,114.484,20577.2,1128.39
20/06/2022,0.3224,117.28,20572.3,1128.32
21/06/2022,0.3294,118.71,20720.4,1125.96
22/06/2022,0.3222,111.109,19965.8,1049.02
23/06/2022,0.3357,122.69,21100.7,1144.19
24/06/2022,0.3674,126.519,21226.9,1225.03
25/06/2022,0.3675,127.324,21489.9,1241.76
26/06/2022,0.359,125.303,21043.5,1198.03
27/06/2022,0.3533,120.233,20730.2,1190.84
28/06/2022,0.3374,117.58,20278,1143.97
29/06/2022,0.3294,118.793,20111.3,1099.51
30/06/2022,0.332,113.31,19926.6,1069.05
01/07/2022,0.314,115.251,19262.9,1058.94
02/07/2022,0.3155,116.056,19243.2,1066.6
03/07/2022,0.3214,116.532,19309.9,1074.08
04/07/2022,0.3286,123.923,20215.8,1151.19
05/07/2022,0.3257,122.442,20200.6,1133.9
06/07/2022,0.3324,125.601,20561.1,1186.45
07/07/2022,0.3427,130.632,21637.8,1238.15
08/07/2022,0.3408,125.439,21611.2,1216.33
09/07/2022,0.3448,127.188,21587.5,1216.94
10/07/2022,0.3253,129.255,20847.4,1167.35
11/07/2022,0.3151,126.982,19963.2,1096.43
12/07/2022,0.3117,123.225,19330.9,1038.56
13/07/2022,0.3237,124.357,20250,1115.83
14/07/2022,0.3336,134.087,20586,1192.75
15/07/2022,0.334,138.864,20825.1,1231.03
16/07/2022,0.3505,138.947,21209.9,1356.08
17/07/2022,0.3431,136.037,20785.6,1337.85
18/07/2022,0.3657,147.275,22525.8,1584.77
19/07/2022,0.3734,146.382,23410.2,1543.5
20/07/2022,0.3626,151.509,23215.2,1520.64
21/07/2022,0.3668,151.15,23153,1575.68
22/07/2022,0.3576,149.016,22675.2,1534.85
23/07/2022,0.3593,146.356,22460.4,1549.61
24/07/2022,0.3586,151.406,22582.1,1598.19
25/07/2022,0.3358,143.726,21301.9,1438.52
26/07/2022,0.3376,151.059,21248.7,1450.7
27/07/2022,0.3595,161.61,22958.3,1636.01
28/07/2022,0.3738,162.403,23850,1726.01
29/07/2022,0.3677,159.898,23774.3,1720.77
30/07/2022,0.3877,155.897,23634.2,1695.97
31/07/2022,0.3793,154.785,23303.4,1680
01/08/2022,0.3791,160.776,23271.2,1630.1
02/08/2022,0.3715,156.769,22988.6,1631.48
03/08/2022,0.3695,156.711,22820.8,1618.08
04/08/2022,0.3708,159.365,22612.1,1606.94
05/08/2022,0.3764,161.587,23308.2,1737.71
06/08/2022,0.3714,160.773,22944.2,1690.27
07/08/2022,0.3723,164.766,23175.3,1700.29
08/08/2022,0.3788,167.287,23816.3,1778.42
09/08/2022,0.3674,157.805,23146.7,1702.8
10/08/2022,0.3814,167.683,23962.9,1853.46
11/08/2022,0.3801,158.732,23935.3,1880.28
12/08/2022,0.3794,165.775,24398.7,1957.63
13/08/2022,0.378,165.515,24442.5,1983.5
14/08/2022,0.3757,164.624,24302.8,1935.1
15/08/2022,0.3751,163.258,24101.7,1900.25
16/08/2022,0.377,169.542,23856.8,1876.7
17/08/2022,0.3796,168.845,23338,1834.18
18/08/2022,0.3702,161.111,23203.6,1846.51
19/08/2022,0.3346,142.515,20831.3,1609.48
20/08/2022,0.3368,149.103,21138.9,1575.6
21/08/2022,0.3447,154.502,21517.2,1618.25
22/08/2022,0.3441,154.121,21416.3,1626.75
23/08/2022,0.3471,154.621,21517.2,1664.89
24/08/2022,0.3456,150.764,21365.2,1656.64
25/08/2022,0.3491,154.126,21565.4,1695.37
26/08/2022,0.339,142.761,20249.9,1508.08
27/08/2022,0.3346,145.131,20033.9,1490.83
28/08/2022,0.3222,146.276,19550.2,1426.25
29/08/2022,0.3339,152.676,20295.8,1552.6
30/08/2022,0.3266,148.764,19792.6,1523.34
31/08/2022,0.3277,149.269,20043.9,1555.12
01/09/2022,0.3331,154.59,20126.1,1585.48
02/09/2022,0.3314,153.476,19952.7,1575.34
03/09/2022,0.3296,154.37,19831.4,1557.55
04/09/2022,0.3317,155.649,19999.9,1578.89
05/09/2022,0.3329,157.494,19793.1,1617.07
06/09/2022,0.3214,144.969,18786.4,1557.85
07/09/2022,0.3368,149.336,19281.5,1629.51
08/09/2022,0.3396,152.093,19317.4,1634.85
09/09/2022,0.3569,161.427,21365.2,1718.81
10/09/2022,0.3573,157.721,21650.4,1774.38
11/09/2022,0.3552,158.952,21834.9,1766.93
12/09/2022,0.3598,164.101,22395.3,1716.42
13/09/2022,0.3326,145.445,20175.5,1574.47
14/09/2022,0.3418,149.926,20222.5,1637.92
15/09/2022,0.3263,145.709,19701.7,1472.64
16/09/2022,0.3552,149.093,19802.4,1434.01
17/09/2022,0.3759,147.544,20113.5,1468.79
18/09/2022,0.3578,140.706,19418.8,1335.01
19/09/2022,0.3849,140.58,19538.9,1376
20/09/2022,0.4148,142.384,18872.4,1323.33
21/09/2022,0.394,135.2,18489,1247.74
22/09/2022,0.4852,144.135,19404,1326.44
23/09/2022,0.5077,141.531,19293.5,1327.96
24/09/2022,0.4878,141.68,18925.2,1317
25/09/2022,0.492,140.991,18803.2,1294.26
26/09/2022,0.4682,145.689,19225.7,1337.06
27/09/2022,0.4468,144.473,19081,1328.23
28/09/2022,0.4488,147.19,19411,1337.37
29/09/2022,0.4869,148.468,19593,1336.08
30/09/2022,0.4799,147.361,19423,1328.73
01/10/2022,0.4754,140.892,19311.9,1311.8
02/10/2022,0.4483,136.876,19052.2,1275.74
03/10/2022,0.4623,141.708,19628.3,1323.41
04/10/2022,0.4796,146.713,20340.2,1361.48
05/10/2022,0.4887,146.233,20157.5,1352.07
06/10/2022,0.4936,149.093,19956.7,1352.27
07/10/2022,0.5178,146.533,19531.3,1330.99
08/10/2022,0.5172,147.499,19415,1315.05
09/10/2022,0.5326,145.702,19441,1323.41
10/10/2022,0.4938,142.196,19134.6,1290.04
11/10/2022,0.4861,144.768,19059.1,1279.97
12/10/2022,0.4882,144.777,19154.8,1294.57
13/10/2022,0.4791,142.842,19379.8,1287.34
14/10/2022,0.4885,140.599,19181.8,1296.74
15/10/2022,0.4818,139.56,19068.7,1274.57
16/10/2022,0.4766,143.165,19261.9,1305.95
17/10/2022,0.4798,143.683,19548.2,1331.12
18/10/2022,0.4658,146.109,19328.2,1310.81
19/10/2022,0.4506,144.972,19123.9,1285.32
20/10/2022,0.4466,141.126,19042.9,1282.87
21/10/2022,0.4612,140.727,19162.6,1299.76
22/10/2022,0.4654,142.799,19204.8,1313.64
23/10/2022,0.4688,144.442,19571.2,1363.92
24/10/2022,0.4532,143.224,19331.5,1343.88
25/10/2022,0.4606,143.904,20082.7,1459.6
26/10/2022,0.469,146.866,20769.5,1566.16
27/10/2022,0.4616,145.784,20292.9,1514.19
28/10/2022,0.4745,146.766,20594.4,1554.47
29/10/2022,0.4701,149.002,20809.8,1619.69
30/10/2022,0.458,147.534,20626.3,1590.47
31/10/2022,0.4643,149.514,20496.3,1572.89
01/11/2022,0.4636,149.711,20483.5,1579.64
02/11/2022,0.4499,146.88,20154.4,1519.04
03/11/2022,0.4549,149.355,20206.4,1531.08
04/11/2022,0.506,158.491,21145.9,1645.01
05/11/2022,0.493,157.307,21301.6,1627.07
06/11/2022,0.471,154.874,20916.3,1570.86
07/11/2022,0.465,155.192,20589,1567.57
08/11/2022,0.406,138.477,18527.4,1335.25
09/11/2022,0.3321,119.38,15886.9,1100.84
10/11/2022,0.3947,133.296,17589.1,1299.15
11/11/2022,0.3843,128.388,17049.9,1288.63
12/11/2022,0.3634,128.452,16795.2,1256.29
13/11/2022,0.3408,127.283,16324.5,1221.47
14/11/2022,0.3768,129.803,16613.7,1242.64
15/11/2022,0.3891,129.036,16895.1,1253.45
16/11/2022,0.3736,131.833,16540.5,1206.16
17/11/2022,0.3824,132.76,16691.2,1205.17
18/11/2022,0.3817,132.863,16638.3,1207.31
19/11/2022,0.384,134.405,16699.2,1217.65
20/11/2022,0.3613,129.809,16286.7,1142.88
21/11/2022,0.3645,126.358,15776.2,1107.46
22/11/2022,0.3758,134.118,16212.9,1139.74
23/11/2022,0.3818,135.166,16623.9,1185.79
24/11/2022,0.402,136.919,16601.2,1203.77
25/11/2022,0.4077,136.331,16512.3,1198.12
26/11/2022,0.3961,138.823,16456.5,1205.15
27/11/2022,0.3961,136.534,16425.6,1193.38
28/11/2022,0.3893,134.891,16211.7,1167.73
29/11/2022,0.398,137.326,16440.4,1216.55
30/11/2022,0.4078,142.181,17163.9,1294.41
01/12/2022,0.3967,144.482,16972,1276.05
02/12/2022,0.3963,145.525,17093.6,1295.69
03/12/2022,0.3871,145.298,16884.5,1240.46
04/12/2022,0.3897,142.274,17112.6,1279.74
05/12/2022,0.3894,145.19,16966.5,1259.56
06/12/2022,0.3915,143.514,17089.3,1271.26
07/12/2022,0.3833,143.895,16835.2,1231.04
08/12/2022,0.3943,147.502,17225.7,1280.29
09/12/2022,0.3888,149.112,17125.7,1262.86
10/12/2022,0.3866,149.537,17127.2,1266.62
11/12/2022,0.381,150.544,17093.3,1263.42
12/12/2022,0.3872,150.441,17210.4,1275.02
13/12/2022,0.3953,151.425,17778.6,1320.76
14/12/2022,0.3852,148.614,17796.4,1307.3
15/12/2022,0.3779,149.057,17356.1,1266.32
16/12/2022,0.3512,142.063,16629.6,1166.7
17/12/2022,0.3546,143.431,16777.1,1187.18
18/12/2022,0.3498,144.165,16741.1,1182.7
19/12/2022,0.3389,143.882,16441.3,1167.8
20/12/2022,0.3486,146.862,16902.8,1217.2
21/12/2022,0.3455,147.306,16831.8,1213.85
22/12/2022,0.3494,145.535,16820.6,1217.57
23/12/2022,0.3543,143.055,16779.1,1220.03
24/12/2022,0.352,143.371,16837.2,1220.46
25/12/2022,0.3458,145.271,16831.8,1218.69
26/12/2022,0.3659,146.937,16918.1,1227.65
27/12/2022,0.3675,145.593,16706.1,1211.6
28/12/2022,0.356,147.103,16546.2,1189.98
29/12/2022,0.3421,145.643,16636.4,1200.84
30/12/2022,0.3452,146.116,16607.2,1199.8
31/12/2022,0.3387,147.457,16537.4,1195.67
01/01/2023,0.3387,148.708,16618.4,1200.52
02/01/2023,0.3482,148.097,16674.3,1213.93
03/01/2023,0.3437,148.598,16674.2,1214.57
04/01/2023,0.3478,150.995,16852.1,1256.92
05/01/2023,0.3379,156.061,16829.8,1250.95
06/01/2023,0.3444,154.756,16950.9,1269.14
07/01/2023,0.3441,155.826,16943.6,1263.9
08/01/2023,0.3448,155.364,17119,1288.38
09/01/2023,0.349,158.791,17180.1,1320.51
10/01/2023,0.3508,161.324,17439.1,1335.13
11/01/2023,0.3729,168.785,17942.3,1389.84
12/01/2023,0.3748,166.886,18851.3,1416.08
13/01/2023,0.386,170.635,19927,1450.86
14/01/2023,0.3953,175.429,20958.2,1550.02
15/01/2023,0.3847,174.452,20879.8,1552.69
16/01/2023,0.3862,168.191,21184.2,1576.94
17/01/2023,0.3869,171.759,21137.1,1564.67
18/01/2023,0.3787,162.883,20670.6,1511.31
19/01/2023,0.3929,165.655,21081.2,1551.62
20/01/2023,0.4131,173.329,22677.2,1659.98
21/01/2023,0.4032,172.738,22775.7,1625.53
22/01/2023,0.4004,177.12,22707.8,1627.03
23/01/2023,0.424,178.985,22915.5,1626.53
24/01/2023,0.4079,172.105,22632.5,1556.15
25/01/2023,0.417,173.357,23055.1,1611.2
26/01/2023,0.4094,171.793,23016,1602.55
27/01/2023,0.4128,179.933,23074.6,1597.6
28/01/2023,0.4079,184.814,23027.9,1573.07
29/01/2023,0.4133,186.252,23753.1,1645.97
30/01/2023,0.3936,175.98,22832.2,1566.5
31/01/2023,0.4057,177.479,23125.1,1585.27
01/02/2023,0.4133,177.623,23725.6,1642.1
02/02/2023,0.4096,172.89,23427.6,1641.71
03/02/2023,0.4115,171.793,23431.2,1663.79
04/02/2023,0.4109,172.158,23323.8,1666.9
05/02/2023,0.3984,166.595,22936,1629.44
06/02/2023,0.3919,164.633,22761.8,1613.72
07/02/2023,0.4036,168.155,23251.7,1671.4
08/02/2023,0.3976,165.578,22964.6,1650.99
09/02/2023,0.3817,152.571,21792.5,1545.35
10/02/2023,0.3821,154.667,21635,1513.82
11/02/2023,0.3835,161.489,21859.8,1538.34
12/02/2023,0.3748,159.49,21786.8,1515.44
13/02/2023,0.3704,155.897,21772.6,1505.84
14/02/2023,0.3821,158.43,22198.5,1555.46
15/02/2023,0.4011,165.611,24327.9,1675.43
16/02/2023,0.3842,155.775,23539.6,1640.66
17/02/2023,0.3949,159.626,24573.5,1693.96
18/02/2023,0.3943,161.758,24631.4,1691.62
19/02/2023,0.3864,162.201,24302.9,1681.52
20/02/2023,0.3984,161.701,24839.5,1703.27
21/02/2023,0.3919,159.545,24450.7,1659.41
22/02/2023,0.3951,157.703,24186.6,1643.39
23/02/2023,0.3883,151.938,23936.3,1650.52
24/02/2023,0.3784,150.385,23191.5,1608.24
25/02/2023,0.3779,149.001,23166.1,1594.66
26/02/2023,0.378,151.308,23558.7,1641.6
27/02/2023,0.3785,149.79,23494.1,1633.66
28/02/2023,0.3762,150.289,23130.5,1604.69
01/03/2023,0.3837,152.782,23642.2,1666.09
02/03/2023,0.3771,150.995,23465.4,1647.38
03/03/2023,0.3774,144.988,22354.4,1568.89
04/03/2023,0.3735,146.683,22347.1,1566.73
05/03/2023,0.3668,149.583,22428.3,1564.37
06/03/2023,0.3696,153.986,22410,1565.84
07/03/2023,0.3802,150.286,22197.8,1561.78
08/03/2023,0.3887,143.316,21710.8,1533.04
09/03/2023,0.371,142.61,20361.8,1438.5
10/03/2023,0.37,135.197,20156.7,1426.75
11/03/2023,0.3638,139.983,20467.5,1471.15
12/03/2023,0.3713,149.809,21994.8,1580.24
13/03/2023,0.3723,152.318,24114.4,1673.93
14/03/2023,0.3726,149.724,24699.7,1700.15
15/03/2023,0.359,146.189,24282.7,1649.65
16/03/2023,0.3648,148.884,25004.1,1673.85
17/03/2023,0.3799,153.779,27391.8,1789.38
18/03/2023,0.374,149.273,26914.5,1758.7
19/03/2023,0.3855,153.299,27958.7,1779.47
20/03/2023,0.3732,151.757,27720.5,1732.31
21/03/2023,0.4683,153.162,28114,1803.54
22/03/2023,0.4211,148.595,27261.7,1734.48
23/03/2023,0.444,156.491,28310.7,1814.08
24/03/2023,0.4256,161.971,27462.2,1749.26
25/03/2023,0.4432,159.763,27475.6,1742.34
26/03/2023,0.448,161.433,27973.5,1774.06
27/03/2023,0.4793,151.718,27129.8,1714.65
28/03/2023,0.5144,154.011,27262.2,1772.63
29/03/2023,0.5427,158.887,28350.4,1793.27
30/03/2023,0.5322,155.308,28029.5,1793.59
31/03/2023,0.538,157.583,28473.7,1821.62
01/04/2023,0.5095,157.028,28456.1,1820.78
02/04/2023,0.518,160.179,28198.3,1795.01
03/04/2023,0.4957,156.478,27802.1,1810.77
04/04/2023,0.5027,158.7,28164.4,1870.52
05/04/2023,0.5056,158.063,28173.5,1908.96
06/04/2023,0.5028,156.3,28036.7,1872.35
07/04/2023,0.513,156.667,27910.4,1863.46
08/04/2023,0.505,158.278,27941.2,1848.93
09/04/2023,0.5054,160.272,28326.6,1858.9
10/04/2023,0.5177,159.193,29641,1910.36
11/04/2023,0.5169,162.037,30209.6,1889.86
12/04/2023,0.5047,162.096,29886.4,1916.58
13/04/2023,0.5124,161.935,30387.4,2012.11
14/04/2023,0.5227,162.227,30472.5,2099.98
15/04/2023,0.5193,162.226,30299.6,2090.59
16/04/2023,0.5209,163.806,30310.3,2119.29
17/04/2023,0.5109,159.42,29434.9,2074.74
18/04/2023,0.5318,162.786,30382.2,2103.34
19/04/2023,0.4911,152.951,28813.7,1935.97
20/04/2023,0.4752,153.477,28240.5,1942.72
21/04/2023,0.4492,151.156,27264.8,1849.81
22/04/2023,0.4719,157.428,27813.9,1873.95
23/04/2023,0.4648,157.474,27591.4,1862.05
24/04/2023,0.4607,157.601,27509.3,1841.88
25/04/2023,0.4697,159.893,28298.8,1865.95
26/04/2023,0.4618,156.9,28424.6,1866.05
27/04/2023,0.4667,153.815,29475.9,1908.81
28/04/2023,0.4797,153.197,29321.8,1891.14
29/04/2023,0.478,154.506,29234.1,1907.8
30/04/2023,0.4705,155.788,29252.1,1868.88
01/05/2023,0.4649,152.655,28077.6,1830.75
02/05/2023,0.4646,152.783,28669.1,1869.74
03/05/2023,0.4634,155.181,29023.6,1904.74
04/05/2023,0.461,155.491,28842.1,1877.06
05/05/2023,0.4671,158.282,29513.2,1993.33
06/05/2023,0.4582,156.203,28857.1,1896.48
07/05/2023,0.4489,156.893,28424.8,1870.99
08/05/2023,0.4283,153.456,27670.5,1847.48
09/05/2023,0.4289,154.996,27634.9,1846.56
10/05/2023,0.4303,153.78,27603.3,1840.92
11/05/2023,0.4206,152.592,26983.5,1794.71
12/05/2023,0.4305,153.733,26799.2,1807.31
13/05/2023,0.424,152.902,26777.5,1794.95
14/05/2023,0.4252,154.083,26920,1799.36
15/05/2023,0.4274,152.044,27183.9,1817.11
16/05/2023,0.4426,151.673,27035.3,1823.98
17/05/2023,0.4481,151.379,27403.1,1821.73
18/05/2023,0.4598,151.093,26828,1800.99
19/05/2023,0.4675,150.5,26882.9,1812.32
20/05/2023,0.4684,150.381,27116.2,1819.68
21/05/2023,0.4575,150.085,26749.9,1804.89
22/05/2023,0.4617,151.491,26847.3,1817.19
23/05/2023,0.4651,151.734,27220.7,1854.08
24/05/2023,0.4531,150.12,26328.4,1799.91
25/05/2023,0.4537,151.081,26475.8,1805.69
26/05/2023,0.4685,150.598,26711.5,1827.8
27/05/2023,0.4718,151.211,26857.5,1829.91
28/05/2023,0.482,155.209,28071.2,1908.35
29/05/2023,0.4944,153.99,27739.4,1892.61
30/05/2023,0.5205,153.021,27698.2,1900.59
31/05/2023,0.5168,145.906,27216.1,1873.63
01/06/2023,0.5065,146.321,26819,1861.77
02/06/2023,0.5247,146.007,27244.7,1907.1
03/06/2023,0.5188,148.372,27072,1892.05
04/06/2023,0.5358,148.127,27122.3,1890.04
05/06/2023,0.509,141.172,25747.4,1811.2
06/06/2023,0.5299,146.993,27230.2,1884.17
07/06/2023,0.5183,145.186,26342.5,1832.1
08/06/2023,0.5238,142.503,26501.1,1845.68
09/06/2023,0.538,143.111,26479.3,1840.41
10/06/2023,0.5068,137.703,25844,1751.56
11/06/2023,0.5207,137.92,25928.4,1752.8
12/06/2023,0.525,140.193,25906.8,1742.6
13/06/2023,0.5191,136.535,25929.4,1739.6
14/06/2023,0.4801,133.91,25129.5,1650.96
15/06/2023,0.4803,134.313,25591.3,1666.96
16/06/2023,0.4758,134.703,26341.3,1717.92
17/06/2023,0.4794,136.502,26515,1727.79
18/06/2023,0.487,137.315,26339.7,1720.98
19/06/2023,0.4934,138.306,26845.9,1737.06
20/06/2023,0.4927,141.796,28307.7,1791.61
21/06/2023,0.5,145.093,29996.9,1889.87
22/06/2023,0.494,150.001,29890.5,1872.32
23/06/2023,0.4959,154.602,30679.4,1891.97
24/06/2023,0.4866,156.596,30533.6,1875
25/06/2023,0.4902,163.414,30465.3,1898.8
26/06/2023,0.4791,163.592,30267,1859
27/06/2023,0.4838,167.602,30689.1,1889.51
28/06/2023,0.4647,164.697,30078.6,1827.95
29/06/2023,0.4746,163.878,30445.7,1851.92
30/06/2023,0.4729,168.385,30472.9,1933.8
01/07/2023,0.4733,166.994,30586.8,1924.53
02/07/2023,0.4844,168.672,30617.7,1937.57
03/07/2023,0.4891,168.904,31151.3,1955.56
04/07/2023,0.4869,165.932,30768.4,1936.19
05/07/2023,0.4776,166.806,30512.8,1910.43
06/07/2023,0.4623,165.61,29913.1,1848.36
07/07/2023,0.4686,165.481,30346.4,1870.92
08/07/2023,0.4704,167.384,30288.8,1865.28
09/07/2023,0.4681,165.896,30166.9,1862.91
10/07/2023,0.478,163.593,30415.3,1880.42
11/07/2023,0.4753,165.307,30623.3,1878.33
12/07/2023,0.4711,163.512,30387.3,1871.86
13/07/2023,0.815,165.228,31466.1,2004.77
14/07/2023,0.7182,160.637,30317.4,1938.05
15/07/2023,0.7145,164.7,30291.4,1931.42
16/07/2023,0.747,165.493,30235.5,1922.45
17/07/2023,0.7375,168.109,30139.7,1911.24
18/07/2023,0.779,166.924,29866.8,1897.58
19/07/2023,0.8198,165.81,29909.7,1888.65
20/07/2023,0.794,165.705,29801,1891.23
21/07/2023,0.7713,162.038,29903.1,1891.75
22/07/2023,0.7329,162.32,29788.9,1866.25
23/07/2023,0.7384,163.838,30085.9,1888.85
24/07/2023,0.7022,160.982,29178.1,1850.04
25/07/2023,0.709,162.88,29228.6,1857.67
26/07/2023,0.7163,163.001,29352.2,1872
27/07/2023,0.7139,162.091,29222.7,1861.32
28/07/2023,0.7123,163.018,29315,1874.23
29/07/2023,0.7121,163.089,29353.5,1880.55
30/07/2023,0.7046,160.284,29281.7,1861.81
31/07/2023,0.6976,161.176,29232.4,1856.17
01/08/2023,0.707,160.086,29712.2,1874.21
02/08/2023,0.6851,160.074,29173.7,1840.21
03/08/2023,0.6633,160.34,29189.3,1835.98
04/08/2023,0.6356,158.566,29105.5,1830.24
05/08/2023,0.6288,159.741,29068.1,1836.48
06/08/2023,0.624,159.786,29081.3,1830.28
07/08/2023,0.6231,158.416,29204.2,1829.11
08/08/2023,0.6419,158.863,29777.4,1856.24
09/08/2023,0.6433,157.227,29578,1855.36
10/08/2023,0.6329,156.058,29449,1852.46
11/08/2023,0.6318,156.888,29420.8,1848.88
12/08/2023,0.6274,157.918,29428.2,1849.94
13/08/2023,0.6256,158.191,29300.1,1840.73
14/08/2023,0.6342,158.434,29426.7,1845.51
15/08/2023,0.6104,155.406,29195.3,1828.98
16/08/2023,0.589,154.045,28726.3,1807.81
17/08/2023,0.5066,141.559,26635.7,1683.89
18/08/2023,0.506,143.536,26053.2,1661.26
19/08/2023,0.52,144.388,26099.4,1669.67
20/08/2023,0.5385,147.21,26190.8,1685.24
21/08/2023,0.5244,149.58,26126,1667.6
22/08/2023,0.5207,145.499,26039.9,1634.29
23/08/2023,0.5301,142.877,26436.2,1679.93
24/08/2023,0.5186,138.498,26177,1660.89
25/08/2023,0.5257,140.083,26057.2,1653.74
26/08/2023,0.5231,142.998,26017.1,1647.05
27/08/2023,0.5236,145.371,26100.6,1658.33
28/08/2023,0.5232,145.3,26118.9,1653.22
29/08/2023,0.54,146.686,27723.9,1729.69
30/08/2023,0.5284,142.087,27298.8,1705.22
31/08/2023,0.511,142.975,25937.3,1645.82
01/09/2023,0.498,140.827,25803.2,1629
02/09/2023,0.4988,140.125,25869.7,1637.05
03/09/2023,0.5047,140.612,25971,1635.85
04/09/2023,0.5086,141.088,25823.3,1630.51
05/09/2023,0.5056,137.723,25790.2,1634.46
06/09/2023,0.5032,142.008,25758,1633.18
07/09/2023,0.505,143.311,26249.8,1648.09
08/09/2023,0.505,143.895,25909.5,1636.45
09/09/2023,0.5038,143.43,25901.1,1635.56
10/09/2023,0.4969,142.942,25840.2,1617.44
11/09/2023,0.4743,139.952,25166.4,1551.89
12/09/2023,0.4802,140.817,25834.5,1592.5
13/09/2023,0.4833,143.002,26223,1607.63
14/09/2023,0.4891,146.451,26524.7,1626.49
15/09/2023,0.5005,147.657,26601,1641.31
16/09/2023,0.4997,144.355,26562,1634.41
17/09/2023,0.4926,145.821,26529.1,1622.65
18/09/2023,0.503,145.731,26763.5,1636.92
19/09/2023,0.5138,147.661,27209.2,1643.08
20/09/2023,0.5212,148.115,27125,1622.28
21/09/2023,0.5072,145.067,26570,1584.03
22/09/2023,0.5121,145.107,26581.9,1593.1
23/09/2023,0.5076,141.783,26579.2,1593.89
24/09/2023,0.5021,143.82,26251.5,1580.55
25/09/2023,0.5056,144.406,26302.7,1588.62
26/09/2023,0.502,144.908,26218.9,1594.04
27/09/2023,0.4995,146.587,26366.1,1598.49
28/09/2023,0.5097,146.03,27022.6,1652.89
29/09/2023,0.5217,146.819,26909.8,1667.72
30/09/2023,0.5148,146.635,26962.7,1670.92
01/10/2023,0.5239,149.128,27974.5,1732.89
02/10/2023,0.5123,146,27505.3,1662.79
03/10/2023,0.5389,147.312,27428.4,1656.88
04/10/2023,0.5326,150.381,27790.9,1647.05
05/10/2023,0.5228,149.588,27410.3,1611.58
06/10/2023,0.5254,151.823,27936.9,1645.62
07/10/2023,0.5215,155.316,27961.1,1633.58
08/10/2023,0.5175,156.25,27922.7,1632.85
09/10/2023,0.5026,153.615,27581.4,1579.74
10/10/2023,0.4964,152.251,27391,1567.6
11/10/2023,0.489,153.989,26876.6,1566.88
12/10/2023,0.483,152.381,26761.1,1539.7
13/10/2023,0.4851,153.621,26863.5,1552.17
14/10/2023,0.4865,152.824,26852.8,1554.96
15/10/2023,0.4874,152.309,27161.2,1557.66
16/10/2023,0.4978,152.395,28509.7,1599.48
17/10/2023,0.4911,150.473,28403.6,1564.99
18/10/2023,0.4877,149.641,28321.7,1563.43
19/10/2023,0.5196,152.405,28723,1566.79
20/10/2023,0.515,154.788,29674.5,1603.89
21/10/2023,0.5211,157.888,29912.9,1628.94
22/10/2023,0.5226,158.892,29984.2,1663.35
